,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
15323,1466727958118_N01,news,yahoo股市,重大要聞,2016/6/24 08:00:00,經濟日報頭條：華航大罷工，67班停飛,財訊快報,以華航空服員為主的桃園市空服員職業工會昨(23)日傍晚宣佈自今天凌晨0時起罷工，華航昨天深夜宣佈今天上午6時至晚上10時，自桃園與松山兩機場起飛的航班全數取消，預估67航班、2萬名旅客受波及，這是我航空史上首次因罷工造成大規模航班取消。<BR> 今天上午蔡英文總統要搭華航專機出訪，加上內定華航新任董事長的何煖軒今日要接任，桃園市空服員職業工會昨天傍晚宣佈自今天起罷工，選擇的時機讓交通部、華航資方措手不及，若今天罷工情況未見緩和，航空界人士預估對華航航班的影響還會擴大。<BR> 空服員職業工會昨日下午6時宣佈展開罷工行動後，工會成員陸續集結在華航台北分公司，湧進逾500名空服員，空服員相互聲援、打氣，揚言這是一場「休息時間的戰爭」，並高喊「我是人，我要休息」，工會要求華航停止實施空服員須赴桃園報到，並廢除勞基法84-1條對空服員的規範，「否則要抗爭到底。」,https://tw.stock.yahoo.com/news_content/url/d/a/20160624/%E7%B6%93%E6%BF%9F%E6%97%A5%E5%A0%B1%E9%A0%AD%E6%A2%9D-%E8%8F%AF%E8%88%AA%E5%A4%A7%E7%BD%B7%E5%B7%A5-67%E7%8F%AD%E5%81%9C%E9%A3%9B-000047815.html
15348,1466731565410_N01,news,yahoo股市,重大要聞,2016/6/24 09:05:00,華航空服罷工 股價小跌回應,中央社,（中央社台北2016年6月24日電）華航空服員罷工事件直接衝擊旅客運量及公司形象，加上高層人事更換，華航股價今天開盤下挫0.01元，以9.99元開出；而市場聯想可能受惠的長榮航以15.35元開出、上漲0.45元，表現兩樣情。<BR>華航空服員罷工從今天零時正式開始，華航宣布受空服罷工影響，今天清晨6時至晚間10時桃園和松山機場航班全面取消，共計67航班取消，約2萬多名旅客受影響。<BR>由於華航現任經營團隊無法積極有效處理勞資糾紛導致空服員罷工，造成公司無法正常營運與旅客權益受損，行政院長林全今天宣布華儲董事長謝世謙接任華航新總經理，即日生效，要求新經營團隊今天就任後，即刻與工會協商，儘速解決勞資爭議。,https://tw.stock.yahoo.com/news_content/url/d/a/20160624/%E8%8F%AF%E8%88%AA%E7%A9%BA%E6%9C%8D%E7%BD%B7%E5%B7%A5-%E8%82%A1%E5%83%B9%E5%B0%8F%E8%B7%8C%E5%9B%9E%E6%87%89-010546516.html
15378,1466744155550_N01,news,yahoo股市,重大要聞,2016/6/24 12:26:00,焦點股：華航(2610)股價逆勢上揚，不懼罷工與台股重挫，卸任董總發表公開信,財訊快報,華航(2610)空服員罷工事件引起社會關注，華航卸任的董事長孫洪祥以及總經理張有?在董事會後聯名發表給員工暨社會大眾的一封信，而今日台股重挫逾200多點，華航股價盤中逆勢上揚。<BR> 華航空服員今日凌晨起無預警罷工，今日共計60多個航班停飛，公司原任董事長孫洪祥與總經理張有?也因此下台，儘管遭遇罷工事件，加上今日台股受英國脫歐公投波及重挫，但華航股價絲毫不受影響，逆勢撐在平盤之上震盪。<BR> 孫洪祥與張有恆今日雖卸任，仍發表公開信說明事件原委，並表示離開是表示負責與堅持。,https://tw.stock.yahoo.com/news_content/url/d/a/20160624/%E7%84%A6%E9%BB%9E%E8%82%A1-%E8%8F%AF%E8%88%AA-2610-%E8%82%A1%E5%83%B9%E9%80%86%E5%8B%A2%E4%B8%8A%E6%8F%9A-%E4%B8%8D%E6%87%BC%E7%BD%B7%E5%B7%A5%E8%88%87%E5%8F%B0%E8%82%A1%E9%87%8D%E6%8C%AB-042637680.html
15415,1466759648737_N01,news,yahoo股市,重大要聞,2016/6/24 16:59:00,華航罷工延燒 再取消午夜前2航班,中央社,（中央社記者韋樞台北2016年 6月24日電）受華航 (2610) 空服員罷工影響，華航決定，取消今天22時到23時59分之間的CI 032桃園溫哥華，與CI 309桃園高雄等2航班，影響約600多人，明天航班調度將於今晚說明。<BR>華航表示，今天22時至23時59分總計9個航班，其中受影響航班共有桃園溫哥華和桃園高雄等2航班；總計24日全天共取消67班，包括松山出發3班，桃園出發64班，旅客超過2萬人。<BR>華航指出，華航全力為已訂妥機位的旅客安排替代航班，機場地勤、客服人員增派人力通知旅客，並協助更改訂位，內勤人員也動員支援。<BR>華航建議旅客延後出發行程，可聯繫原訂位旅行社或華航的客服中心辦理；若情況緊急，華航將安排簽轉給其他航空公司，同時因今天航班取消受影響的旅客，都會發予100美元抵用券。<BR>旅客查詢最新航班動態，可瀏覽華航網站（https://www.china-airlines.com/tw/zh/fly/flight-status/index）或聯繫華航客服中心412-9000（手機加02）。有關25日航班，華航將於今天晚間再對外說明。,https://tw.stock.yahoo.com/news_content/url/d/a/20160624/%E8%8F%AF%E8%88%AA%E7%BD%B7%E5%B7%A5%E5%BB%B6%E7%87%92-%E5%86%8D%E5%8F%96%E6%B6%88%E5%8D%88%E5%A4%9C%E5%89%8D2%E8%88%AA%E7%8F%AD-085948177.html
15436,1466780355568_N01,news,yahoo股市,重大要聞,2016/6/24 22:27:00,工會宣布 27日起華航航班順利起飛,中央社,（中央社記者陳葦庭台北2016年6月24日電）中華航空股份有限公司空服員和資方初步達成共識，以華航空服員為主要成員的桃園市空服員職業工會秘書長林佳瑋今天說，保證27日凌晨零時起航班順利起飛。,https://tw.stock.yahoo.com/news_content/url/d/a/20160624/%E5%B7%A5%E6%9C%83%E5%AE%A3%E5%B8%83-27%E6%97%A5%E8%B5%B7%E8%8F%AF%E8%88%AA%E8%88%AA%E7%8F%AD%E9%A0%86%E5%88%A9%E8%B5%B7%E9%A3%9B-142743538.html
15437,1466781247232_N01,news,yahoo股市,重大要聞,2016/6/24 22:45:00,華航空服員勝利 27日零時恢復執勤,中央社,（中央社記者陳葦庭台北2016年6月24日電）中華航空股份有限公司空服員和華航資方達初步共識，罷工現場氣氛熱烈，以華航空服員為主要成員的桃園市空服員職業工會秘書長林佳瑋說，保證27日凌晨零時起航班順利起飛。<BR>依工會公布時程，華航空服員明、後天將持續罷工，總計罷工時間3日。<BR>華航勞資雙方初步達共識，華航台北分公司外聚集滿滿人潮，每個人都歡欣鼓舞，高呼「空服員勝利」，不少人在現場流下感動眼淚。<BR>林佳瑋表示，這次是所有華航空服員團結勝利，談判過程中曾一度因 7天國定假日議題而中止，由於工會表明要離席，最後仍爭取到保障每年123天休假。<BR>林佳瑋說，目前已蒐集上千本護照，但收護照容易發護照難，加上空服員已抗爭一段時間，體力精神恐無法負荷，空服員工會只能保證27日凌晨零時起航班順利起降，在此之前，空服員是否執勤由自己決定。,https://tw.stock.yahoo.com/news_content/url/d/a/20160624/%E8%8F%AF%E8%88%AA%E7%A9%BA%E6%9C%8D%E5%93%A1%E5%8B%9D%E5%88%A9-27%E6%97%A5%E9%9B%B6%E6%99%82%E6%81%A2%E5%BE%A9%E5%9F%B7%E5%8B%A4-144544209.html
15447,1466818149926_N01,news,yahoo股市,重大要聞,2016/6/25 09:07:00,自由頭條~7訴求達共識 華航空服員 罷工落幕,中央社,台灣航空史上第一次罷工抗爭，歷經廿一小時後宣告落幕。華航資方與工會舉行五個半小時的馬拉松式協商後，達成七點共識，除外站津貼採逐步調整，其餘勞方主張，華航新任董事長何煖軒幾乎照單全收，工會隨後宣布廿七日凌晨零點起復工，不過今天仍有五十六航班、超過一萬名旅客受影響。<BR>今年五月廿七日，桃園市空服員職業工會在桃園市政府的勞資協商會議上提出七大訴求卻遭華航舊團隊拒絕，當時的華航總經理張有?痚礅糷u會要求的松機報到及五美元外站津貼，絕對不能讓步。工會為此發動罷工投票，取得罷工權後開始罷工。~自由時報2016年 6月25日頭版頭條,https://tw.stock.yahoo.com/news_content/url/d/a/20160625/%E8%87%AA%E7%94%B1%E9%A0%AD%E6%A2%9D-7%E8%A8%B4%E6%B1%82%E9%81%94%E5%85%B1%E8%AD%98-%E8%8F%AF%E8%88%AA%E7%A9%BA%E6%9C%8D%E5%93%A1-%E7%BD%B7%E5%B7%A5%E8%90%BD%E5%B9%95-010747981.html
15448,1466818151163_N01,news,yahoo股市,重大要聞,2016/6/25 09:07:00,聯合頭條~華航空服員罷工成功,中央社,華航空服員昨天凌晨起大罷工，勞資雙方昨天下午歷經近五小時馬拉松協商，資方全部退讓工會所提出的，包括空服員在松山報到等七項訴求，工會大獲全勝。工會也在晚間結束歷時廿一小時的罷工，已創下台灣航空史罷工紀錄。<BR>雖然華航罷工不到一天，但影響班機長達三天。昨天華航共六十五航班停飛、兩萬多人受影響。今天也取消五十六個航班，影響旅客超過一萬人，廿七日空服員才能正常執勤，今明搭乘華航出國旅客仍會受影響。~聯合報2016年 6月25日頭版頭條,https://tw.stock.yahoo.com/news_content/url/d/a/20160625/%E8%81%AF%E5%90%88%E9%A0%AD%E6%A2%9D-%E8%8F%AF%E8%88%AA%E7%A9%BA%E6%9C%8D%E5%93%A1%E7%BD%B7%E5%B7%A5%E6%88%90%E5%8A%9F-010747822.html
15450,1466819047479_N01,news,yahoo股市,重大要聞,2016/6/25 09:22:00,《各報要聞》華航罷工落幕！何煖軒半天搞定,時報資訊,在長達4個半小時的談判後，國內航空史上首宗罷工宣告落幕！華航 (2610) 勞資雙方7項訴求達成共識，華航新董座何煖軒宣布，罷工結束。 <BR> 工會則表示，已收到超過1000本護照，但收取容易發還難，加上空服員近日抗爭，精神、體力恐無法恢復到最佳，今、明兩天無法正常到班，但保證下周一27日凌晨零時起，華航班機可望恢復正常起降。<BR> 松機報到 何董拍板 <BR> 此次罷工能在短短不到一天之內結束，新任董座何煖軒功不可沒。何在昨日上午接下董座之後，隨即風塵僕僕趕到罷工現場，直接與員工對話，對於有把握的回到松機報到訴求，何以一句：「沒問題，照辦！」展現決心與誠意，同時也溫情喊話，空服員是華航家庭的一分子，且再三保證不會秋後算帳，成功將工會人員拉回談判桌，在上任甫11小時，即完成不可能的任務。 <BR> 昨日華航勞資談判，華航由新任董事長何煖軒、總經理謝世謙出面，與桃園市空服員職業工會在勞動部進行協商；勞動部政務次長郭國文表示，在協商的過程中，「偶爾有高分貝的討論」，但談判過程還算順利。 <BR> 工會指定要在勞動部進行協商，也特別找勞動部部長郭芳煜擔任談判主持，創下台灣史上第一位由勞動部部長協商的罷工案。 <BR> 在長達4個半小時的協商後，雙方終於達成協議，華航公司完全接受空服員工會提出的7項訴求。「我們勝利了！」工會成員昨晚9點半左右回到現場，向全場支持者宣布好消息，全場歡聲雷動，許多空服員激動落淚，工會則趁勢高呼，希望「復興、遠東、長榮的空服員，加入我們併肩作戰！」 <BR> 七項訴求 華航買單 <BR> 勞資雙方在談判桌上攤開的7項訴求包括：不得更改會員現行報到處；保障年休123天，每月8天例休假及每季休假30天；國定假日出勤應該依法給付雙倍工資、除了越洋航線，其餘全面回歸勞基法保障；會員的外站津貼提高為每小時5美元；實施考績雙向互評；給予會員代表、理事、監事會務假。 <BR> 郭國文透露，在7項訴求中，爭執最久、意見最複雜的「外站津貼」，華航最後決定讓步，將以分階段的方式達到每小時5美元。但附有禁止搭便車條款，只限定會員適用。 <BR> 另外，華航也同意實施考績雙向互評，相關機制及辦法也將由公司在2個月內與工會討論、完成協商，並給予工會幹部每月50小時的會務假。 (新聞來源：中國時報─記者邱琮皓、陳祐誠╱台北報導),https://tw.stock.yahoo.com/news_content/url/d/a/20160625/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E8%8F%AF%E8%88%AA%E7%BD%B7%E5%B7%A5%E8%90%BD%E5%B9%95-%E4%BD%95%E7%85%96%E8%BB%92%E5%8D%8A%E5%A4%A9%E6%90%9E%E5%AE%9A-012231326.html
15462,1466821753548_N01,news,yahoo股市,重大要聞,2016/6/25 10:17:00,《各報要聞》謝世謙接任華航總經理，高層人事恐地震,時報資訊,中華航空公司 (2610) 昨（24）日中午臨時董事會推選桃園大眾捷運公司董事長何煖軒接任董事長，因總經理張有?睍陏耤A何煖軒會中推薦華儲董事長謝世謙接任。何煖軒也透露，他已換下資深客運副總經理董孝行，調台勤公司董事長張揚回總公司任資深副總，幾位資深副總的職務也將調整。 <BR> 何煖軒認為，華航班次、航點都需要改善，要讓工作密度不會太大，只要取消一些班次，就可以讓員工不用那麼辛苦。對於抗爭的空服員高喊要換掉某些高階主管，他表示已經換掉資深客運副總董孝行。<BR> 對於媒體詢問還有數百名空服員沒有參與罷工，華航卻取消桃園與松山航班，有陰謀論認為華航管理階層是故意企圖引起輿論對罷工的反感。對此華航高階則表示，會大量取消航班是怕通知旅客來了，卻因空服員人數不足無法飛，會讓問題更棘手。 <BR> 何煖軒在運輸領域經歷豐富，曾任國道高速公路局局長、高鐵局長、鐵路局長，並出任交通部常次、中華郵政董事長等職。張揚與新任總經理謝世謙都是前次民進黨執政時期華航董事長趙國帥重用的主管。 (新聞來源：工商時報─張佩芬╱台北報導),https://tw.stock.yahoo.com/news_content/url/d/a/20160625/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E8%AC%9D%E4%B8%96%E8%AC%99%E6%8E%A5%E4%BB%BB%E8%8F%AF%E8%88%AA%E7%B8%BD%E7%B6%93%E7%90%86-%E9%AB%98%E5%B1%A4%E4%BA%BA%E4%BA%8B%E6%81%90%E5%9C%B0%E9%9C%87-021747665.html
15466,1466826250740_N01,news,yahoo股市,重大要聞,2016/6/25 11:20:00,華航新董座：午後努力恢復7至9成航班,中央社,（中央社記者汪淑芬台北2016年6月25日電）民航局今天要求華航加速恢復航班，華航新任董事長何煖軒表示，會設法今天中午後逐漸正常，朝恢復7到9成努力。<BR>華航因空服突然罷工，航班調度大受影響，昨天取消67班，今天再取消56班，旅客抱怨不已。<BR>華航昨天預告27日起，航班才能恢復正常，民航局認為太慢，今天要求華航加速。<BR>何煖軒昨天上任，與空服員職業工會達成共識，讓罷工落幕，今早主持航班調度會議。<BR>何煖軒說，航班完全恢復的確要一些時間，現在主要是考慮空服員罷工後，休息時間是否符合民航法規定。<BR>他表示，目前仍在計算航班恢復的情況，會朝中午過後，恢復7到9成為努力目標。,https://tw.stock.yahoo.com/news_content/url/d/a/20160625/%E8%8F%AF%E8%88%AA%E6%96%B0%E8%91%A3%E5%BA%A7-%E5%8D%88%E5%BE%8C%E5%8A%AA%E5%8A%9B%E6%81%A2%E5%BE%A97%E8%87%B39%E6%88%90%E8%88%AA%E7%8F%AD-032048550.html
15490,1466905447570_N01,news,yahoo股市,重大要聞,2016/6/26 09:15:00,《各報要聞》華航企業工會嗆聲：比照空服員訴求，否則罷工,時報資訊,"華航企業工會昨（25）日下午要求，對全體員工比照空服員提出的七項訴求辦理，否則將發動萬人罷工。華航董事長何煖軒聞訊後表示，他會和工會坐下來好好談，他才上任一天，希望大家給他一點時間。 <BR> 華航前（24）日是與桃園市空服員職業工會達成七項協議，其中外站津貼分兩階段自每小時2美元提高為5美元，非該工會會員不得享有，即所謂的搭便車條款限制，何煖軒指出那是勞基法的規定，非他所能決定。<BR> 他表示，在談判過程中聽到這項規定很驚訝，但勞動部指出，工會辛苦抗爭才取得的福利不適用於非工會會員，他也很無奈，要問就要問勞動部了。 <BR> 何煖軒表示，他很心疼地勤人員這幾天的辛勞，今天特別到桃園、松山機場慰勞同仁，中午也和桃園機場地勤一起吃披薩，現在重要的工作是趕快讓所有航班恢復正常，空服員陸續復工，昨晚已經有八成航班恢復正常，估計今天可以全面恢復正常。 <BR> 華航企業工會理事長葛作亮昨天發表聲明表示，尊重公司和空服員職業工會達成共識，但不滿華航新任領導團隊未和企業工會協調，逕自答應空服員職業工會的訴求，罔顧其他員工權益。 <BR> 華航企業工會要求，全體員工的福利，華航都必須比照7項訴求，非僅限職業工會成員。該會周一將召開常務理監事會議，要求公司比照辦理，否則將帶領六大分會，近萬名會員採取罷工行動，上街爭取權益。 <BR> 企業工會強調，未來如果採取罷工行動，將會在7日前就預告，讓旅客有充分的時間改搭其他航班，絕不會採取突襲方式，造成旅客困擾。 <BR> 華航地勤約9,000人，若罷工影響非常大。 <BR> 葛作亮認為，空服員透過桃園市空服員職業工會提出多項訴求，其中有些並不合理，公司卻照單全收，讓人覺得會吵才有糖吃，空服罷工，全公司受累，公司應公平照顧地勤同仁，不能獨厚空服員。 (新聞來源：中國時報─張佩芬╱台北報導)",https://tw.stock.yahoo.com/news_content/url/d/a/20160626/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E8%8F%AF%E8%88%AA%E4%BC%81%E6%A5%AD%E5%B7%A5%E6%9C%83%E5%97%86%E8%81%B2-%E6%AF%94%E7%85%A7%E7%A9%BA%E6%9C%8D%E5%93%A1%E8%A8%B4%E6%B1%82-%E5%90%A6%E5%89%87%E7%BD%B7%E5%B7%A5-011534537.html
15493,1466909950769_N01,news,yahoo股市,重大要聞,2016/6/26 10:29:00,罷工落幕 華航正常派飛旅客鬆口氣,中央社,（中央社記者邱俊欽桃園機場2016年6月26日電）華航空服員罷工落幕，今天所有航班均正常派飛，讓旅客鬆了一口氣，而兩天來行程遭到延誤的旅客，在緊急處置下，安排轉機或搭乘今天的班機迅速抵達目的地。<BR>華航 (2610) 表示，昨天全天的班表總計81班，調度後恢復飛航26班、取消55班。經全力啟動旅客疏運，今天100班來回航班原則上將全數恢復正常，另將增開4班聯航加班機協助疏運，旅客可依既定行程規劃前往機場，但還是建議旅客於出發前查詢華航企業網站。<BR>桃園機場今天恢復平日正常疏運旅客的狀況，旅客也鬆了一口氣，前兩天行程遭到延誤的旅客，也在緊急處置下，安排轉機或搭乘今天的班機抵達目的地。,https://tw.stock.yahoo.com/news_content/url/d/a/20160626/%E7%BD%B7%E5%B7%A5%E8%90%BD%E5%B9%95-%E8%8F%AF%E8%88%AA%E6%AD%A3%E5%B8%B8%E6%B4%BE%E9%A3%9B%E6%97%85%E5%AE%A2%E9%AC%86%E5%8F%A3%E6%B0%A3-022957603.html
15579,1467006247971_1_N01,news,yahoo股市,重大要聞,2016/6/27 13:11:00,焦點股：華航空服員罷工初估營收減少3億，賠償損失約2億元，盤中股價走跌,財訊快報,華航(2610)空服員罷工事件雖然初步已復工，不過華航初估此次營收減少3億，初估賠償約2億元，實際損失則以最終結算金額為準，華航盤中股價下跌。<BR> 華航表示，空服員罷工期間6月24日至6月26日營業收入估計減少3億元。而補償旅客及賠償旅行業者損失及所衍生各項支出，初步估計約2億元。實際損失則以最終結算金額為準。<BR> 華航表示針對6月24日凌晨00:00至6月26日晚上23:59受到影響的航班，華航已公布相關補償辦法，除提供每位旅客USD100元抵用券，另提供機票、地面交通、食宿補助。針對旅行業受影響的團體，如有地面成本因臨時變動無法延期或取消而產生的費用(如飯店、餐廳)，將予以補償。<BR> 而對於罷工事件影響航班運作，造成旅客與旅行同業不便與困擾，華航強調深感抱歉。,https://tw.stock.yahoo.com/news_content/url/d/a/20160627/%E7%84%A6%E9%BB%9E%E8%82%A1-%E8%8F%AF%E8%88%AA%E7%A9%BA%E6%9C%8D%E5%93%A1%E7%BD%B7%E5%B7%A5%E5%88%9D%E4%BC%B0%E7%87%9F%E6%94%B6%E6%B8%9B%E5%B0%913%E5%84%84-%E8%B3%A0%E5%84%9F%E6%90%8D%E5%A4%B1%E7%B4%842%E5%84%84%E5%85%83-%E7%9B%A4%E4%B8%AD%E8%82%A1%E5%83%B9%E8%B5%B0%E8%B7%8C-051106801.html
15600,1467017048871_N01,news,yahoo股市,重大要聞,2016/6/27 16:11:00,協商破局 華航工會：7月1日依法請假,中央社,（中央社記者邱俊欽桃園機場2016年6月27日電）華航 (2610) 企業工會今天和董事長何煖軒經過三度協商，但仍陷入僵局，對訴求無法達共識，工會在下午3時45分宣布7月1日「依法請假」。,https://tw.stock.yahoo.com/news_content/url/d/a/20160627/%E5%8D%94%E5%95%86%E7%A0%B4%E5%B1%80-%E8%8F%AF%E8%88%AA%E5%B7%A5%E6%9C%83-7%E6%9C%881%E6%97%A5%E4%BE%9D%E6%B3%95%E8%AB%8B%E5%81%87-081128317.html
15703,1467093697742_N01,news,yahoo股市,重大要聞,2016/6/28 13:48:00,獲華航善意回應 7/1集體休假可能喊停,中央社,（中央社記者汪淑芬台北2016年6月28日電）華航企業工會今天上午和資方再密集協商，初步獲得善意回應，原打算7月1日發起的集體休假可能喊停。<BR>華航企業工會上午由理事長葛作亮等人和新任資深客運副總張揚，再就企業工會昨天提出的八大員工權益訴求做溝通。<BR>葛作亮說，資方已有善意回應，只要董事長何煖軒同意，原擬7月1日發動的集體休假，就可能取消。<BR>至於資方對企業工會的善意回應內容，及雙方的共識，企業工會預計於下午2時30分，在華航桃園總部召開記者會說明。,https://tw.stock.yahoo.com/news_content/url/d/a/20160628/%E7%8D%B2%E8%8F%AF%E8%88%AA%E5%96%84%E6%84%8F%E5%9B%9E%E6%87%89-7-1%E9%9B%86%E9%AB%94%E4%BC%91%E5%81%87%E5%8F%AF%E8%83%BD%E5%96%8A%E5%81%9C-054808897.html
15764,1467165782293_N01,news,yahoo股市,重大要聞,2016/6/29 09:36:00,《台北股市》盤中焦點股：華航、華映、豪展、合富-KY、兆赫、冠德,時報資訊,1.義隆 (2458) ：旗下義明增資，獲創投基金青睞，股價一度漲逾3.5%。<BR> 2.華航 (2610) ：企業工會達共識，再支出2.17億元，股價一度漲逾4%。<BR> 3.台橡 (2103) ：外資連9日買超6503張，今股價漲近4%。<BR> 4.友達 (2409) ：三大法人昨日同步買超，早盤漲逾3%。<BR> 5.華映 (2475) ：中小尺寸面板漲價，股價連4天漲停。<BR> 6.群創 (3481) ：需求回升，產能滿載，早盤漲逾3.5%。<BR> 7.為升 (2231) ：Q2營收可望創高，早盤漲逾5%。<BR> 8.味全 (1201) ：法人看味全最快Q3轉盈，早盤走高1%，股價於21.8元高檔區蓄勢。<BR> 9.冠德 (2520) ：三大案入帳帶動今年營運，加上央行降息預期升高，股價大漲5%以上。<BR> 10.宏全 (9939) ：今年獲利看增三成、每股稅後純益挑戰4元以上，股價回歸基本面，上漲1.3%。<BR> 11.合富-KY (4745) ：KY股擁稅負優勢，吸引買盤進駐，合富-KY今年每股2預計配息2.6元，殖利率約為3.6%，昨獲三大法人聯手買超391張，早盤帶量上攻4%。<BR> 12.豪展 (4735) ：多頭點火，早盤跳空大漲近5%。<BR> 13.兆赫 (2485) ：買盤湧入，早盤急拉大漲逾4%，一舉收復五日線及月線。,https://tw.stock.yahoo.com/news_content/url/d/a/20160629/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E7%9B%A4%E4%B8%AD%E7%84%A6%E9%BB%9E%E8%82%A1-%E8%8F%AF%E8%88%AA-%E8%8F%AF%E6%98%A0-%E8%B1%AA%E5%B1%95-013659884.html
15831,1467244992314_N01,news,yahoo股市,重大要聞,2016/6/30 07:56:00,《各報要聞》凸顯華航罷工！小英專機，空少放詐彈,時報資訊,華航資深空少黃致豪，24日在蔡英文總統出訪專機起飛前半小時，撥打110謊稱「總統專機有炸彈」，國安局人員加強安檢確認沒有爆裂物，才讓總統登機。檢警25日下午逮捕黃致豪，他坦承電話是他打的，要「表達空服員很辛苦」。新北地檢署訊後以無羈押、交保必要，諭令限制住居。 <BR> 資深空少 傷害前科 <BR> 42歲，有傷害、妨害自由前科的華航空少黃致豪。24日早上從新北市新莊住處開賓士車至化成路，停車後步行到100公尺外的超商購買電話卡。早上8時25分、總統專機起飛前約半小時，他在超商外的公用電話撥打110報案。<BR> 黃男在電話中稱：「總統專機有放炸彈」，警方問他是從何得知這項消息，他立刻掛上電話後離開。 <BR> 新北市警方據報馬上通報國安單位，雖然國安局在出訪前即做好安檢，但仍不敢大意，調派大批人馬登機檢查，確認無任何爆裂物後，才讓總統登機。 <BR> 警方根據通聯紀錄，先找到發送「詐彈」的公共電話，然後調閱沿途監視器，發現一名身高約 <BR> 180公分，頭戴鴨舌帽、口罩，穿著黑衣、黑褲、黑色夾腳拖的男子，案發時曾撥打電話。 <BR> 次日逮捕 檢警偵辦 <BR> 警方根據車籍資料，查出車主為華航空少黃致豪，聲請拘票於25日下午在黃男住家樓下將他逮捕，並在他的賓士車裡起出作案時穿戴的黑色帽子、口罩及電話卡等證物。 <BR> 黃男落網後，警訊時保持沉默拒絕配合，警方依公共危險、民用航空法移送新北地檢署偵辦，到地檢署後，黃男才承認「電話就是我打的」，說到激動處還眼眶泛紅，供稱犯案動機是為凸顯華航罷工問題，想要表達空服員很辛苦，事後感到後悔。檢察官諭令他限制住居。 <BR> 工會成員 個人行為 <BR> 總統府發言人黃重諺表示，詐彈客在前一天先向媒體爆料，國安單位隨即掌握訊息，由於專機全程有人輪守，檢查後，很快就確認安全沒有問題，仍照既定行程起飛，總統也知道這件事。 <BR> 針對黃致豪案，桃園市空服員職業工會祕書長林佳瑋提3點說明，一、工會不鼓勵這樣的行為；二、罷工宣言有提及讓總統專機平安飛出去；三、這是會員個人行為跟工會無關。 <BR> 林佳瑋表示，黃致豪是工會成員，對會務運作相當熱心，常主動參加並幫忙會務活動，但因罷工時並未點名，故難確認黃是否在罷工行列中。也有工會成員對黃致豪印象特別，因為他在工會活動期間，發言內容比較「另類」。 (新聞來源：中國時報─記者陳螢萱、陳麒全、蔡依珍、崔慈悌、呂昭隆╱綜合報導),https://tw.stock.yahoo.com/news_content/url/d/a/20160629/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E5%87%B8%E9%A1%AF%E8%8F%AF%E8%88%AA%E7%BD%B7%E5%B7%A5-%E5%B0%8F%E8%8B%B1%E5%B0%88%E6%A9%9F-%E7%A9%BA%E5%B0%91%E6%94%BE%E8%A9%90%E5%BD%88-235608986.html
